Booth Number	Latitude	Longitude	Search	Settlement Number	Source
13	33.01920430000001	35.2853381	שד ירושלים 1 מעלות-תרשיחא	1063	Quant
14	33.020619	35.2891419	מרווה מעלות-תרשיחא	1063	Quant
15	33.0212258	35.2860364	שד ירושלים 24 מעלות-תרשיחא	1063	Quant
16	33.01154	35.29062	הרקפת 732 מעלות-תרשיחא	1063	Quant
990	33.008987	35.26658	תרשיחא, מעלות-תרשיחא	1063	Google
17	33.0186774	35.2839156	המעפילים 1 מעלות-תרשיחא	1063	Quant
18	33.0212258	35.2860364	שד ירושלים 24 מעלות-תרשיחא	1063	Quant
19	33.0236834	35.2790919	ספיר 9 מעלות-תרשיחא	1063	Quant
20	33.0050825	35.263643	התאנה מעלות-תרשיחא	1063	Quant
21	33.0164892	35.2813475	לוי אשכול 444, מעלות-תרשיחא	1063	Google
22	33.01920430000001	35.2853381	שד ירושלים 1 מעלות-תרשיחא	1063	Quant
23	33.0236834	35.2790919	ספיר 9 מעלות-תרשיחא	1063	Quant
24	33.0236834	35.2790919	ספיר 9 מעלות-תרשיחא	1063	Quant
25	33.015026	35.276017	אלמותנבי 3 מעלות-תרשיחא	1063	Quant
30	33.0131309	35.2841892	הארזים 21 מעלות-תרשיחא	1063	Quant
31	33.01154	35.29062	הרקפת 731 מעלות-תרשיחא	1063	Quant
26	33.0272225	35.2703535	הצבעוני מעלות-תרשיחא	1063	Quant
28	33.0114985	35.268232	מעלה המסגד מעלות-תרשיחא	1063	Quant
32	33.0051128	35.2797649	אתרוג 22, מעלות-תרשיחא	1063	Google
33	33.0235718	35.2802965	ספיר 1 מעלות-תרשיחא	1063	Quant
1	32.937351	35.45036500000001	אמירים	1064	Quant
1	31.447	34.552	זמרת	1065	Quant
1	31.79011299999999	34.7618042	"הזית 2 בני עי""ש"	1066	Quant
2	31.7853872	34.7599956	"ערבי נחל 1 בני עי""ש"	1066	Quant
3	31.7853872	34.7599956	"ערבי נחל 1 בני עי""ש"	1066	Quant
4	31.7891027	34.7603061	"בגין מנחם 19 בני עי""ש"	1066	Quant
5	31.7891027	34.7603061	"בגין מנחם 19 בני עי""ש"	1066	Quant
6	31.7896132	34.7568376	"בגין מנחם 12 בני עי""ש"	1066	Quant
7	31.7903593	34.7564682	"הדקל 17 בני עי""ש"	1066	Quant
8	31.7891027	34.7603061	"בגין מנחם 19 בני עי""ש"	1066	Quant
9	31.7903593	34.7564682	"הדקל 17 בני עי""ש"	1066	Quant
10	31.7853872	34.7599956	"ערבי נחל 1 בני עי""ש"	1066	Quant
1	33.0508	35.407747	"דוב""ב"	1067	Quant
1	33.078842	35.20951	אדמית	1068	Quant
1	32.528742	35.258657	רם-און	1069	Quant
1	31.682426	35.0192782	אביעזר	1070	Quant
1	32.4649313	34.973109	נווה מיכאל	1071	Quant
1	31.804056	34.69987	גן הדרום	1072	Quant
1	32.7974873	34.9822084	צפרירים	1079	Quant
1	31.44945	34.65499399999999	מבועים	1080	Quant
2	31.44945	34.65499399999999	מבועים	1080	Quant
1	33.075143	35.295219	אבן מנחם	1081	Quant
1	31.398859	34.598239	מעגלים	1082	Quant
2	31.398859	34.598239	מעגלים	1082	Quant
1	31.95966499999999	34.929056	בן שמן (כפר נוער) 9999 בן שמן (כפר נוער)	1084	Quant
1	31.8169574	34.7236186	כרם יבנה (ישיבה)	1094	Quant
1	31.431401	34.53718	כפר מימון	1095	Quant
1	31.696927	34.707319	מרכז שפירא	1098	Quant
2	31.696927	34.707319	מרכז שפירא, מרכז שפירא	1098	Google
3	31.696927	34.707319	מרכז שפירא	1098	Quant
1	32.719846	35.545563	פוריה - כפר עבודה	1104	Quant
1	32.743763	35.53811	פוריה - נווה עובד	1105	Quant
2	32.743763	35.53811	פוריה - נווה עובד	1105	Quant
1	32.56	35.24	אומן	1108	Quant
1	32.836596	35.271481	יודפת	1112	Quant
1	31.7138063	35.0954619	אשד צור הדסה	1113	Quant
2	31.7138063	35.0954619	אשד צור הדסה	1113	Quant
3	31.7138063	35.0954619	אשד צור הדסה	1113	Quant
4	31.7131183	35.0992234	רכסים 11, צור הדסה	1113	Google
5	31.7138063	35.0954619	אשד צור הדסה	1113	Quant
6	31.7131207	35.0991195	רכסים 11 צור הדסה	1113	Quant
7	31.7138063	35.0954619	אשד צור הדסה	1113	Quant
8	31.7131183	35.0992234	רכסים 11, צור הדסה	1113	Google
9	31.7131183	35.0992234	רכסים 11, צור הדסה	1113	Google
10	31.7131183	35.0992234	רכסים 11, צור הדסה	1113	Google
1	31.678567	34.93509	שריגים (לי-און)	1114	Quant
2	31.678567	34.93509	שריגים (לי-און)	1114	Quant
1	33.089381	35.470338	אביבים	1115	Quant
1	31.659715	34.99444	אדרת	1123	Quant
1	30.933368	35.378126	נאות הכיכר	1124	Quant
1	32.912709	35.60231	אלמגור	1125	Quant
1	29.580548	34.963023	אילות	1126	Quant
1	32.476065	35.420637	מעלה גלבוע	1127	Quant
1	32.504963	35.146425	מי עמי	1128	Quant
1	29.941617	35.064691	גרופית	1129	Quant
1	33.09898500000001	35.288522	כפר רוזנואלד כפר רוזנואלד (זרעית)	1130	Quant
1	33.240338	35.677015	שניר	1132	Quant
1	31.23717	34.426444	צוחר	1136	Quant
1	31.802774	35.099945	גורדון 138 קרית יערים	1137	Quant
2	31.8035514	35.1015625	"הגר""א 8 קרית יערים"	1137	Quant
3	31.8035514	35.1015625	"הגר""א 8 קרית יערים"	1137	Quant
4	31.8018136	35.0964863	"הרי""ף 7, קרית יערים"	1137	Google
5	31.8018907	35.0967216	"הרי""ף 7 קרית יערים"	1137	Quant
1	32.881225	35.24064	יעד	1138	Quant
1	32.9166943	35.3004443	הברושים 33 כרמיאל	1139	Quant
2	32.9135831	35.3057551	"צה""ל 103 כרמיאל"	1139	Quant
3	32.9135831	35.3057551	"צה""ל 103 כרמיאל"	1139	Quant
4	32.9149668	35.3053718	הגפן 8 כרמיאל	1139	Quant
6	32.9180174	35.2960788	הפסגה 71 כרמיאל	1139	Quant
7	32.9149668	35.3053718	הגפן 8 כרמיאל	1139	Quant
8	32.9166943	35.3004443	הברושים 33 כרמיאל	1139	Quant
9	32.9165643	35.2955338	הפסגה 71, כרמיאל	1139	Google
10	32.908979	35.2994115	משעול נורית 10 כרמיאל	1139	Quant
11	32.914265	35.303483	"צה""ל 105 כרמיאל"	1139	Quant
12	32.9060294	35.2907678	חוחית 71 כרמיאל	1139	Quant
13	32.9076674	35.299683	משעול נורית 10, כרמיאל	1139	Google
14	32.9022969	35.2893508	בז 11 כרמיאל	1139	Quant
15	32.9135831	35.3057551	"צה""ל 103 כרמיאל"	1139	Quant
16	32.9166943	35.3004443	הברושים 33 כרמיאל	1139	Quant
17	32.9165643	35.2955338	הפסגה 71, כרמיאל	1139	Google
18	32.908979	35.2994115	משעול נורית 10 כרמיאל	1139	Quant
19	32.908979	35.2994115	משעול נורית 10 כרמיאל	1139	Quant
20	32.9085849	35.2999213	משעול נורית 2 כרמיאל	1139	Quant
21	32.9166943	35.3004443	הברושים 33 כרמיאל	1139	Quant
22	32.9166943	35.3004443	הברושים 33 כרמיאל	1139	Quant
23	32.9135831	35.3057551	"צה""ל 103 כרמיאל"	1139	Quant
24	32.9195545	35.304371	משעול הרקפות 8 כרמיאל	1139	Quant
25	32.914265	35.303483	"צה""ל 105 כרמיאל"	1139	Quant
26	32.908979	35.2994115	משעול נורית 10 כרמיאל	1139	Quant
27	32.908979	35.2994115	משעול נורית 10 כרמיאל	1139	Quant
30	32.9067719	35.2925213	משעול דולב 15 כרמיאל	1139	Quant
31	32.9060294	35.2907678	חוחית 71 כרמיאל	1139	Quant
32	32.9067719	35.2925213	משעול דולב 15 כרמיאל	1139	Quant
33	32.9060294	35.2907678	חוחית 71 כרמיאל	1139	Quant
34	32.91165100000001	35.292871	"שד קק""ל 100 כרמיאל"	1139	Quant
35	32.9180174	35.2960788	הפסגה 71 כרמיאל	1139	Quant
36	32.9180174	35.2960788	הפסגה 71 כרמיאל	1139	Quant
37	32.9180174	35.2960788	הפסגה 71 כרמיאל	1139	Quant
38	32.9127748	35.2874803	עינב 21 כרמיאל	1139	Quant
39	32.9127748	35.2874803	עינב 21 כרמיאל	1139	Quant
40	32.9167705	35.2738431	קציר 71 כרמיאל	1139	Quant
41	32.913177	35.283737	מעלה אורט 15 כרמיאל	1139	Quant
42	32.9111362	35.2752575	אסיף 4 כרמיאל	1139	Quant
5	32.9180174	35.2960788	הפסגה 71 כרמיאל	1139	Quant
28	32.9085849	35.2999213	משעול נורית 2 כרמיאל	1139	Quant
29	32.9067719	35.2925213	משעול דולב 15 כרמיאל	1139	Quant
43	32.905371	35.2778183	חטיבת יפתח 48 כרמיאל	1139	Quant
44	32.913177	35.283737	מעלה אורט 15 כרמיאל	1139	Quant
45	32.9111362	35.2752575	אסיף 4 כרמיאל	1139	Quant
46	32.9111362	35.2752575	אסיף 4 כרמיאל	1139	Quant
47	32.913177	35.283737	מעלה אורט 15 כרמיאל	1139	Quant
48	32.9111362	35.2752575	אסיף 4 כרמיאל	1139	Quant
49	32.9167705	35.2738431	קציר 71 כרמיאל	1139	Quant
50	32.9022969	35.2893508	בז 11 כרמיאל	1139	Quant
51	32.9022969	35.2893508	בז 11 כרמיאל	1139	Quant
52	32.9086153	35.2804613	מבצע אסף 3 כרמיאל	1139	Quant
53	32.905371	35.2778183	חטיבת יפתח 48 כרמיאל	1139	Quant
54	32.905983	35.278633	חטיבת יפתח 200 כרמיאל	1139	Quant
55	32.9086153	35.2804613	מבצע אסף 3 כרמיאל	1139	Quant
56	32.905371	35.2778183	חטיבת יפתח 48 כרמיאל	1139	Quant
57	32.9086153	35.2804613	מבצע אסף 3 כרמיאל	1139	Quant
58	32.905983	35.278633	חטיבת יפתח 200 כרמיאל	1139	Quant
59	32.9086153	35.2804613	מבצע אסף 3 כרמיאל	1139	Quant
62	32.91165100000001	35.292871	"שד קק""ל 100 כרמיאל"	1139	Quant
63	32.9127748	35.2874803	עינב 21 כרמיאל	1139	Quant
64	32.9180174	35.2960788	הפסגה 71 כרמיאל	1139	Quant
60	32.905371	35.2778183	חטיבת יפתח 48 כרמיאל	1139	Quant
61	32.9165643	35.2955338	הפסגה 71, כרמיאל	1139	Google
65	32.9002854	35.2916777	איה 48 כרמיאל	1139	Quant
66	32.9060294	35.2907678	חוחית 71 כרמיאל	1139	Quant
67	32.905371	35.2778183	חטיבת יפתח 48 כרמיאל	1139	Quant
68	32.905371	35.2778183	חטיבת יפתח 48 כרמיאל	1139	Quant
69	32.9002854	35.2916777	איה 48 כרמיאל	1139	Quant
950	32.9178206	35.3049832	הזית 10, כרמיאל	1139	Google
990	32.9139296	35.3035348	"צה""ל 105, כרמיאל"	1139	Google
1	30.852297	34.7834	מדרשת בן גוריון	1140	Quant
2	30.852297	34.7834	מדרשת בן גוריון	1140	Quant
1	31.933851	34.98799899999999	מבוא מודיעים	1141	Quant
1	31.651279	34.74294	אלומה	1145	Quant
1	31.453049	34.514711	עלומים	1146	Quant
1	33.065387	35.323406	נטועה	1147	Quant
1	32.239673	35.01402	צור נתן	1148	Quant
1	30.559394	35.181474	צופר	1150	Quant
1	30.362646	35.155149	פארן	1151	Quant
1	32.521471	35.306431	מגן שאול	1155	Quant
1	29.833968	35.022204	סמר	1156	Quant
1	31.742893	34.767848	אחווה	1157	Quant
1	30.084234	35.128393	יהל	1158	Quant
1	32.849186	35.246701	שכניה	1160	Quant
1	31.3994101	34.7625274	אבו עוביידה רהט	1161	Quant
2	31.394548	34.753934	אל ביאדר רהט	1161	Quant
7	31.387369	34.76259200000001	אלרחמה רהט	1161	Quant
8	31.387369	34.76259200000001	אלרחמה רהט	1161	Quant
9	31.3884786	34.7696609	אלפרדוס רהט	1161	Quant
10	31.388934	34.756287	שכ 27, רהט	1161	Google
11	31.392255	34.767523	אלאח'א רהט	1161	Quant
13	31.394548	34.753934	רהט	1161	Quant
14	31.3933417	34.7436895	אלראזי רהט	1161	Quant
15	31.3874737	34.7515677	אלתקוא רהט	1161	Quant
16	31.394548	34.753934	אל קאדסייה רהט	1161	Quant
21	31.385159	34.737031	אלנג'אח רהט	1161	Quant
22	31.385159	34.737031	אלנג'אח רהט	1161	Quant
23	31.387232	34.736276	שכ 18, רהט	1161	Google
3	31.3994101	34.7625274	אבו עוביידה רהט	1161	Quant
4	31.392255	34.767523	אלאח'א רהט	1161	Quant
5	31.394548	34.753934	רהט	1161	Quant
6	31.387369	34.76259200000001	אלרחמה רהט	1161	Quant
12	31.399001	34.751406	אל בדר רהט	1161	Quant
17	31.3874737	34.7515677	אלתקוא רהט	1161	Quant
20	31.385159	34.737031	אלנג'אח רהט	1161	Quant
24	31.387232	34.736276	שכ 18, רהט	1161	Google
25	31.386542	34.748669	אבן סינא רהט	1161	Quant
26	31.388934	34.756287	שכ 27, רהט	1161	Google
30	31.3884786	34.7696609	אלפרדוס רהט	1161	Quant
31	31.388934	34.756287	שכ 27, רהט	1161	Google
32	31.394548	34.753934	אל ביאדר רהט	1161	Quant
18	31.3933417	34.7436895	אלראזי רהט	1161	Quant
19	31.3874737	34.7515677	אלתקוא רהט	1161	Quant
27	31.387369	34.76259200000001	אלרחמה רהט	1161	Quant
28	31.3994101	34.7625274	אבו עוביידה רהט	1161	Quant
33	31.392255	34.767523	אלאח'א רהט	1161	Quant
34	31.385159	34.737031	אלנג'אח רהט	1161	Quant
35	31.386542	34.748669	אבן סינא רהט	1161	Quant
36	31.394548	34.753934	אלאימאן, רהט	1161	Google
37	31.392255	34.767523	אלאח'א רהט	1161	Quant
38	31.394548	34.753934	אלאימאן רהט	1161	Quant
39	31.399001	34.751406	אל בדר רהט	1161	Quant
40	31.3851791	34.7365573	אלנג'אח, רהט	1161	Google
41	31.387369	34.76259200000001	אלרחמה רהט	1161	Quant
42	31.394548	34.753934	אל קאדסייה רהט	1161	Quant
43	31.394548	34.753934	רהט	1161	Quant
44	31.3994101	34.7625274	אבו עוביידה רהט	1161	Quant
29	31.385159	34.737031	אלנג'אח רהט	1161	Quant
45	31.3884786	34.7696609	אלפרדוס רהט	1161	Quant
46	31.394548	34.753934	אל קאדסייה רהט	1161	Quant
48	31.387369	34.76259200000001	אלרחמה רהט	1161	Quant
49	31.3884786	34.7696609	אלפרדוס רהט	1161	Quant
47	31.394548	34.753934	רהט, רהט	1161	Google
50	31.394548	34.753934	אלאימאן, רהט	1161	Google
51	31.386541	34.748669	אבן סינא, רהט	1161	Google
52	31.3942582	34.7603482	אל ביאדר, רהט	1161	Google
54	31.3994101	34.7625274	אבו עוביידה, רהט	1161	Google
56	31.3874737	34.7515677	אלתקוא, רהט	1161	Google
1	32.781845	35.327738	בית רימון	1162	Quant
1	32.921	35.393	מורן	1163	Quant
1	31.921173	35.014572	שילת	1165	Quant
1	31.910378	35.035309	כפר רות	1166	Quant
1	32.43636230000001	34.9208236	שד רוטשילד 30 קיסריה	1167	Quant
2	32.43636230000001	34.9208236	שד רוטשילד 30 קיסריה	1167	Quant
3	32.43636230000001	34.9208236	שד רוטשילד 30 קיסריה	1167	Quant
4	32.43636230000001	34.9208236	שד רוטשילד 30 קיסריה	1167	Quant
5	32.43636230000001	34.9208236	שד רוטשילד 30 קיסריה	1167	Quant
6	32.43636230000001	34.9208236	שד רוטשילד 30 קיסריה	1167	Quant
7	32.43636230000001	34.9208236	שד רוטשילד 30 קיסריה	1167	Quant
8	32.43636230000001	34.9208236	שד רוטשילד 30 קיסריה	1167	Quant
1	31.092	34.979	הוואשלה (שבט)	1169	Quant
2	31.092	34.979	הוואשלה (שבט)	1169	Quant
1	31.281719	34.916298	סייד (שבט)	1170	Quant
2	31.281719	34.916298	סייד (שבט)	1170	Quant
3	31.281719	34.916298	סייד (שבט)	1170	Quant
1	32.880858	35.35996	לוטם	1171	Quant
1	32.928495	35.245675	תובל	1172	Quant
1	32.9592073	35.261985	לפידות	1173	Quant
1	32.853258	35.237355	מנוף	1174	Quant
1	31.5093864	34.594523	ספיר	1176	Quant
1	32.8455086	35.2498122	קורנית	1179	Quant
1	32.891436	35.331253	צביה	1180	Quant
1	32.9268014	35.1763462	הברוש טל-אל	1181	Quant
2	32.9268014	35.1763462	הברוש טל-אל	1181	Quant
1	32.756874	35.220294	אלון הגליל	1182	Quant
2	32.756874	35.220294	אלון הגליל	1182	Quant
1	32.983567	35.199672	כליל	1183	Quant
1	32.757927	35.29522499999999	הושעיה	1186	Quant
2	32.757927	35.29522499999999	הושעיה	1186	Quant
1	32.885084	35.299622	אשחר	1188	Quant
1	32.801748	35.383501	מצפה נטופה	1190	Quant
1	31.160927	35.019757	ערערה-בנגב	1192	Quant
2	31.160927	35.019757	ערערה-בנגב	1192	Quant
3	31.160927	35.019757	ערערה-בנגב	1192	Quant
4	31.160927	35.019757	ערערה-בנגב	1192	Quant
5	31.160927	35.019757	ערערה-בנגב	1192	Quant
990	31.160927	35.019757	ערערה-בנגב, ערערה-בנגב	1192	Google
6	31.160927	35.019757	ערערה-בנגב	1192	Quant
7	31.156867	35.040987	שכ 22 ערערה-בנגב	1192	Quant
8	31.160927	35.019757	ערערה-בנגב	1192	Quant
9	31.160927	35.019757	ערערה-בנגב	1192	Quant
10	31.160927	35.019757	ערערה-בנגב	1192	Quant
11	31.156867	35.040987	שכ 22 ערערה-בנגב	1192	Quant
12	31.160927	35.019757	ערערה-בנגב	1192	Quant
14	31.160927	35.019757	ערערה-בנגב, ערערה-בנגב	1192	Google
1	30.885983	34.422569	מרכז קליטה ניצנה (קהילת חינוך)	1195	Quant
1	30.049079	35.028106	נאות סמדר	1197	Quant
1	32.782353	35.173412	עדי	1199	Quant
2	32.782353	35.173412	עדי	1199	Quant
1	32.9173086	35.3414457	כמון	1201	Quant
1	32.905865	35.32899099999999	מכמנים	1202	Quant
1	32.845696	35.369257	הררית	1203	Quant
1	32.904338	35.232191	גילון	1204	Quant
2	32.904338	35.232191	גילון	1204	Quant
1	33.038709	35.195156	מנות	1205	Quant
1	32.967233	35.249125	גיתה	1206	Quant
1	33.0353728	35.2430852	הילה	1208	Quant
1	32.957737	35.328217	חרשים	1209	Quant
1	32.89046500000001	35.511572	כחל	1210	Quant
1	32.997669	35.524801	עמוקה	1212	Quant
1	32.868562	35.422204	טפחות	1214	Quant
1	33.059286	35.24967	גורנות הגליל	1219	Quant
1	32.902351	35.249106	צורית	1221	Quant
1	32.837951	35.201059	"מצפה אבי""ב"	1222	Quant
1	31.211594	34.335692	שדי אברהם	1223	Quant
1	32.223353	34.9989117	לב הישוב 6 כוכב יאיר	1224	Quant
2	32.224224	34.9969401	שדרות הארץ, כוכב יאיר	1224	Google
3	32.224224	34.9969401	שדרות הארץ, כוכב יאיר	1224	Google
4	32.224224	34.9969401	שדרות הארץ, כוכב יאיר	1224	Google
5	32.223353	34.9989117	לב הישוב 6, כוכב יאיר	1224	Google
101	32.2136763	34.986671	שד הדקלים צור יגאל 2 כוכב יאיר	1224	Quant
102	32.2136763	34.986671	שד הדקלים צור יגאל 2, כוכב יאיר	1224	Google
103	32.2136763	34.986671	שד הדקלים צור יגאל 2, כוכב יאיר	1224	Google
104	32.2136763	34.986671	שד הדקלים צור יגאל 2, כוכב יאיר	1224	Google
105	32.2136763	34.986671	שד הדקלים צור יגאל 2, כוכב יאיר	1224	Google
6	32.223353	34.9989117	לב הישוב 6, כוכב יאיר	1224	Google
