סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,lon,lat,Address,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
5,1914,הושעיה,1186,2,35.29522499999999,32.757927,הושעיה,1,0,706,555,0,555,29,1,0,1,0,0,1,285,1,0,0,0,0,0,0,10,5,99,6,1,0,0,106,0,0,0,0,0,0,0,0,10
5,2002,הזורע,250,1,35.11918,32.644516,הזורע,1,0,494,353,1,352,43,1,4,0,0,0,1,7,0,0,0,0,0,0,0,3,4,10,115,0,0,0,158,0,0,0,0,0,0,0,0,6
5,2003,הזורע,250,2,35.11918,32.644516,הזורע,1,0,405,278,0,278,25,0,0,0,1,0,0,6,0,2,0,0,0,0,0,1,4,11,93,0,0,0,134,0,0,0,0,0,0,0,0,1
4,1375,הזורעים,307,1,35.506621,32.747597,הזורעים 1 הזורעים,1,0,514,419,0,419,8,9,0,0,0,0,4,227,0,0,0,0,0,0,0,34,2,104,3,0,0,0,15,0,0,0,0,0,0,0,0,13
9,3740,החותרים,434,1,34.957545,32.752311,החותרים,1,0,588,444,0,444,79,0,0,0,1,0,0,4,0,0,0,0,0,0,0,4,11,19,71,0,0,0,254,0,0,0,0,0,0,0,0,1
5,2004,היוגב,684,1,35.207483,32.612753,היוגב,1,0,562,431,3,428,52,0,2,1,0,0,6,12,0,1,0,0,0,0,0,1,12,20,28,0,0,0,287,0,1,0,0,0,0,0,0,5
6,2725,הילה,1208,1,35.2430852,33.0353728,הילה,1,0,483,341,0,341,49,0,1,0,0,0,0,7,0,2,0,0,0,0,0,1,11,27,73,0,0,0,168,0,0,0,0,0,0,0,0,2
10,4713,המעפיל,377,1,34.983146,32.378035,המעפיל,1,0,630,473,1,472,39,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,23,148,1,0,0,243,0,0,0,0,0,0,0,0,1
5,1915,הסוללים,677,1,35.238022,32.751802,הסוללים,1,0,707,528,3,525,58,1,3,1,1,0,1,15,0,0,0,0,0,0,0,4,14,49,66,0,0,0,305,0,0,0,0,0,0,0,0,7
10,4714,העוגן,423,1,34.923338,32.360437,העוגן,1,0,614,462,1,461,36,0,7,0,0,0,2,3,0,0,0,0,0,0,0,3,7,11,151,0,0,0,241,0,0,0,0,0,0,0,0,0
2,751,הר אדר,3769,1.1,35.12966,31.824501,הר אדר,1,0,603,451,0,451,55,1,3,0,0,0,0,13,0,0,0,0,0,0,0,3,17,94,45,0,0,0,214,1,0,0,0,0,0,0,0,5
2,752,הר אדר,3769,1.2,35.12966,31.824501,הר אדר,1,0,603,469,2,467,35,0,2,0,0,0,1,28,0,1,0,0,0,0,0,4,19,121,32,0,0,0,223,0,0,0,0,0,0,0,0,1
2,753,הר אדר,3769,1.3,35.12966,31.824501,הר אדר,1,0,603,464,2,462,42,0,2,0,0,0,2,20,0,0,0,0,0,0,0,3,16,107,48,0,0,0,218,0,0,0,0,0,0,0,0,4
2,754,הר אדר,3769,1.4,35.12966,31.824501,הר אדר,1,1,603,468,1,467,31,3,1,0,0,0,0,21,0,0,0,0,0,0,0,5,22,98,31,0,0,0,253,0,0,0,0,1,1,0,0,0
2,755,הר אדר,3769,1.5,35.12966,31.824501,הר אדר,1,0,603,464,0,464,45,0,2,0,0,0,0,19,0,0,0,0,0,0,0,1,31,87,42,0,0,0,233,0,0,0,0,0,0,0,0,4
2,1020,הר גילה,3603,1.1,35.171491,31.722058,הר גילה,1,0,501,385,0,385,21,1,0,0,0,0,1,42,0,1,2,0,0,0,0,10,17,159,11,0,0,0,102,0,0,0,0,0,0,0,1,17
2,1021,הר גילה,3603,1.2,35.171491,31.722058,הר גילה,1,0,501,397,1,396,22,2,2,0,0,0,1,34,0,1,0,0,0,0,0,29,32,156,4,0,0,0,84,0,0,0,1,0,0,0,0,28
18,9241,הר עמשא,1261,1,35.101599,31.342717,הר עמשא,1,0,107,70,0,70,10,0,1,0,0,0,2,5,0,1,0,0,0,0,0,1,6,9,14,0,0,0,21,0,0,0,0,0,0,0,0,0
2,932,הראל,464,1,34.8030192,32.0838904,הראל,1,0,220,120,0,120,17,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,2,4,34,0,0,0,56,0,0,0,0,0,0,0,0,0
6,2679,הרדוף,1249,1,35.174663,32.763717,הרדוף,2,0,412,322,9,313,51,1,14,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,140,1,0,0,100,0,0,0,0,0,0,0,0,0
15,7455,הרצליה,6400,1,34.8536402,32.1775487,זיסו 9 הרצליה,8,0,479,290,0,290,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,46,116,7,0,0,0,79,0,1,0,0,0,0,1,0,28
15,7456,הרצליה,6400,2,34.8551796,32.1739725,הר סיני 15 הרצליה,4,0,498,305,1,304,8,6,0,0,0,0,0,8,0,1,0,0,0,0,0,7,16,140,1,0,0,0,68,0,0,0,0,0,0,0,0,49
15,7457,הרצליה,6400,3,34.8528259,32.1745418,רביבים 14 הרצליה,47,0,635,422,1,421,28,18,2,0,0,0,0,23,0,0,0,0,0,0,0,10,13,90,49,0,0,0,174,0,2,0,0,0,0,0,1,11
15,7458,הרצליה,6400,4,34.861137,32.1700892,מורדי הגטאות 58 הרצליה,9,0,779,548,3,545,34,14,0,0,0,0,1,32,0,0,0,0,0,0,0,8,23,168,47,0,0,0,188,0,1,0,0,0,0,0,0,29
15,7459,הרצליה,6400,5,34.861137,32.1700892,מורדי הגטאות 58 הרצליה,9,0,670,486,0,486,26,12,0,0,0,0,0,10,0,1,0,0,0,0,0,6,14,199,21,0,1,0,161,0,0,0,0,0,0,0,0,35
15,7460,הרצליה,6400,6,34.8558119,32.1636601,יצחק שדה 20 הרצליה,6,0,723,530,2,528,20,15,2,2,0,0,1,25,0,0,0,0,0,0,0,10,29,161,30,0,0,0,184,0,0,0,0,0,0,0,0,49
15,7461,הרצליה,6400,7,34.8528259,32.1745418,רביבים 14 הרצליה,47,0,516,323,4,319,20,3,0,0,0,0,0,3,0,1,0,0,0,0,0,5,24,165,4,0,0,0,55,0,1,0,0,0,0,0,0,38
15,7462,הרצליה,6400,8,34.8536402,32.1775487,זיסו 9 הרצליה,8,0,521,305,7,298,11,4,0,0,0,0,0,4,0,1,0,0,0,0,0,2,61,117,3,0,0,0,57,0,0,0,0,0,0,0,0,38
15,7463,הרצליה,6400,9,34.8551796,32.1739725,הר סיני 15 הרצליה,4,0,629,357,1,356,11,7,2,1,0,0,0,11,0,1,0,0,0,0,0,6,52,136,8,0,0,0,82,0,1,0,0,0,0,0,0,38
15,7464,הרצליה,6400,10,34.8528259,32.1745418,רביבים 14 הרצליה,47,0,635,370,3,367,25,3,1,0,0,0,1,14,0,1,0,0,0,0,0,5,45,120,19,0,0,0,98,0,2,0,0,0,0,0,0,33
15,7465,הרצליה,6400,11,34.861137,32.1700892,מורדי הגטאות 58 הרצליה,9,0,739,536,1,535,28,3,0,0,0,0,0,20,0,1,0,0,0,0,0,5,36,174,35,0,0,0,198,0,0,0,0,0,0,0,1,34
15,7466,הרצליה,6400,17,34.8558119,32.1636601,יצחק שדה 20 הרצליה,6,0,618,429,2,427,36,15,1,0,0,0,1,30,0,1,0,0,0,0,0,7,31,154,18,0,0,0,107,0,0,0,0,0,0,0,0,26
15,7467,הרצליה,6400,18,34.8481947,32.152014,יהודה הנשיא 90 הרצליה,19,0,413,298,0,298,25,1,2,0,0,0,0,6,0,0,0,0,0,0,0,6,8,25,41,0,0,0,182,0,0,0,0,0,0,0,0,2
15,7468,הרצליה,6400,19,34.8558119,32.1636601,יצחק שדה 20 הרצליה,6,0,530,386,4,382,25,18,2,0,0,0,0,21,0,0,0,0,0,0,0,13,7,149,15,0,0,0,98,0,0,0,0,0,0,0,0,34
15,7469,הרצליה,6400,20,34.8558119,32.1636601,יצחק שדה 20 הרצליה,6,0,725,521,1,520,25,25,0,0,0,0,0,30,0,2,0,0,0,0,0,7,24,179,25,0,0,0,169,0,0,0,0,0,0,0,0,34
15,7470,הרצליה,6400,21,34.8538353,32.160745,פנקס 2 הרצליה,25,0,633,459,2,457,17,45,2,2,0,0,0,51,0,1,0,0,0,0,0,9,14,152,18,0,0,0,98,0,1,0,0,0,0,0,0,47
15,7471,הרצליה,6400,22,34.8558119,32.1636601,יצחק שדה 20 הרצליה,6,0,490,342,2,340,16,28,0,0,0,0,1,18,0,0,0,0,0,0,0,5,5,162,16,0,0,0,40,0,0,0,0,0,0,0,0,49
15,7472,הרצליה,6400,23,34.8558119,32.1636601,יצחק שדה 20 הרצליה,6,0,673,518,4,514,18,19,1,0,0,0,0,28,0,0,0,0,0,0,0,7,17,217,32,0,0,0,139,0,0,0,0,0,0,0,0,36
15,7473,הרצליה,6400,24,34.8377609,32.1571047,אלרואי דוד 1 הרצליה,22,0,582,410,1,409,22,1,0,0,0,0,0,9,0,1,0,0,0,0,0,2,35,129,28,0,0,0,152,0,0,0,0,0,0,0,0,30
15,7474,הרצליה,6400,25.1,34.835725,32.1643001,ויצמן 14 הרצליה,10,0,698,466,4,462,41,5,0,0,0,0,0,17,0,0,0,0,0,0,0,4,43,126,23,0,0,0,186,1,1,0,0,0,0,0,0,15
15,7475,הרצליה,6400,25.2,34.835725,32.1643001,ויצמן 14 הרצליה,10,0,698,440,4,436,23,2,0,1,0,0,0,13,0,0,0,0,0,0,0,2,43,136,28,0,0,0,170,0,0,0,0,1,0,0,0,17
15,7476,הרצליה,6400,25.3,34.835725,32.1643001,ויצמן 14 הרצליה,10,0,698,433,3,430,25,4,0,0,0,0,1,23,0,0,0,1,0,0,0,3,26,130,19,0,0,0,182,0,0,0,0,0,0,0,0,16
15,7477,הרצליה,6400,25.4,34.835725,32.1643001,ויצמן 14 הרצליה,10,0,695,441,2,439,41,5,0,0,0,0,0,7,0,0,1,0,0,0,0,3,36,96,30,0,0,0,211,0,0,0,1,0,0,0,0,8
15,7478,הרצליה,6400,26,34.8394055,32.1617983,הרב קוק 30 הרצליה,21,0,569,372,1,371,32,3,1,0,1,0,1,15,0,1,0,0,0,0,0,2,31,117,17,0,0,0,133,0,0,0,0,0,0,0,0,17
15,7479,הרצליה,6400,27,34.8362938,32.1588246,הר מירון 4 הרצליה,36,0,639,433,0,433,25,5,1,0,0,0,0,6,0,1,0,0,1,0,0,2,32,95,43,0,0,0,210,0,0,0,0,0,0,0,0,12
15,7480,הרצליה,6400,28,34.8481947,32.152014,יהודה הנשיא 90 הרצליה,19,0,589,451,0,451,21,2,0,0,0,0,2,10,0,0,0,0,0,0,0,1,18,46,52,0,0,0,299,0,0,0,0,0,0,0,0,0
15,7481,הרצליה,6400,29,34.8538353,32.160745,פנקס 2 הרצליה,25,1,740,544,2,542,45,10,1,1,0,0,0,36,0,0,0,0,0,0,0,11,17,120,28,0,0,0,239,0,0,0,0,0,0,0,0,34
15,7482,הרצליה,6400,30,34.8481947,32.152014,יהודה הנשיא 90 הרצליה,19,0,492,359,0,359,20,5,0,0,0,0,0,12,0,0,0,0,0,0,0,1,21,65,39,0,0,0,193,0,0,0,0,0,0,0,0,3
15,7483,הרצליה,6400,31,34.8481947,32.152014,יהודה הנשיא 90 הרצליה,19,0,530,407,0,407,24,2,3,0,0,0,0,6,0,0,0,0,0,0,0,0,15,55,50,0,0,0,251,0,0,0,0,0,0,0,0,1
15,7484,הרצליה,6400,32,34.8481947,32.152014,יהודה הנשיא 90 הרצליה,19,0,608,436,0,436,26,2,1,0,0,0,0,17,0,0,0,0,0,0,0,0,6,58,50,1,0,0,274,0,0,0,0,0,0,0,0,1
15,7485,הרצליה,6400,33,34.843505,32.15371,רבי עקיבא 7 הרצליה,12,0,648,478,0,478,40,2,2,0,0,0,0,14,0,0,0,0,0,0,0,9,19,120,47,0,0,0,214,0,0,0,0,0,0,0,0,11
15,7486,הרצליה,6400,34,34.8362938,32.1588246,הר מירון 4 הרצליה,36,0,693,469,2,467,39,3,1,0,0,0,0,7,0,0,0,0,0,0,0,3,23,37,70,0,0,0,283,0,0,0,0,0,0,0,0,1
15,7487,הרצליה,6400,35,34.8377609,32.1571047,אלרואי דוד 1 הרצליה,22,0,619,455,1,454,39,3,0,0,0,0,0,14,0,0,0,0,0,0,0,12,23,148,25,0,0,0,164,0,0,0,0,0,0,0,0,26
15,7488,הרצליה,6400,36,34.8343701,32.1566836,רוחמה 1 הרצליה,2,0,619,446,2,444,35,1,3,0,0,0,0,19,0,0,1,0,0,0,0,4,16,142,27,0,0,0,149,0,0,0,0,0,0,0,0,47
15,7489,הרצליה,6400,37,34.8394055,32.1617983,הרב קוק 30 הרצליה,21,0,669,409,0,409,35,4,0,0,0,0,0,17,0,0,0,0,0,0,0,3,32,95,26,0,0,0,184,0,1,0,1,0,0,0,0,11
15,7490,הרצליה,6400,38,34.843505,32.15371,רבי עקיבא 7 הרצליה,12,0,572,383,2,381,24,2,1,0,0,0,0,9,0,0,0,0,0,0,0,0,19,66,52,0,0,0,200,0,0,0,0,0,0,0,0,8
15,7491,הרצליה,6400,39,34.843505,32.15371,רבי עקיבא 7 הרצליה,12,0,720,485,2,483,28,1,0,1,0,0,0,22,0,2,0,0,0,0,0,0,29,99,38,0,0,0,260,0,0,0,0,0,0,0,0,3
15,7492,הרצליה,6400,41,34.8362938,32.1588246,הר מירון 4 הרצליה,36,0,585,390,0,390,24,3,3,1,0,0,0,13,0,0,0,0,0,0,0,4,19,100,24,0,0,0,189,0,0,0,0,0,0,0,0,10
15,7493,הרצליה,6400,42,34.8377609,32.1571047,אלרואי דוד 1 הרצליה,22,0,680,472,0,472,50,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,23,61,43,0,0,0,284,1,0,0,0,0,0,0,0,1
15,7494,הרצליה,6400,43,34.843505,32.15371,רבי עקיבא 7 הרצליה,12,0,595,403,0,403,27,1,2,0,0,0,0,5,0,0,0,0,0,0,0,4,27,59,38,0,0,0,238,0,0,0,1,0,0,0,0,1
15,7495,הרצליה,6400,44,34.8343701,32.1566836,רוחמה 1 הרצליה,2,1,454,327,0,327,23,6,1,0,0,0,0,8,0,0,0,0,0,0,0,3,8,57,29,0,0,0,177,0,0,0,0,0,0,0,0,15
15,7496,הרצליה,6400,46,34.8394055,32.1617983,הרב קוק 30 הרצליה,21,0,568,394,1,393,32,2,4,0,0,0,0,15,0,1,0,0,0,0,0,4,27,115,22,0,0,0,164,1,0,0,0,1,0,0,0,5
15,7497,הרצליה,6400,47,34.8394055,32.1617983,הרב קוק 30 הרצליה,21,0,621,368,2,366,26,4,0,0,0,0,0,12,0,2,0,0,0,0,0,5,27,124,11,0,0,0,132,0,0,0,0,0,0,0,0,23
15,7498,הרצליה,6400,49,34.8394055,32.1617983,הרב קוק 30 הרצליה,21,0,503,324,0,324,24,2,0,0,0,0,0,12,0,0,0,0,0,0,0,2,25,96,20,0,0,0,132,0,0,0,0,0,0,0,0,11
15,7499,הרצליה,6400,50,34.8399006,32.1658596,בר אילן 14 הרצליה,3,0,665,380,6,374,17,1,2,0,0,0,0,10,0,0,0,0,0,0,0,1,24,130,20,1,0,0,144,0,0,0,0,0,0,0,0,24
15,7500,הרצליה,6400,51.1,34.8498588,32.1648142,העצמאות 66 הרצליה,14,0,601,417,3,414,33,2,0,0,0,0,1,24,0,0,0,0,0,0,0,4,38,94,22,0,0,0,185,0,1,0,0,1,0,0,0,9
15,7501,הרצליה,6400,51.2,34.8498588,32.1648142,העצמאות 66 הרצליה,14,0,601,405,0,405,33,4,1,1,1,0,0,29,0,0,0,0,0,0,0,3,35,72,34,0,0,0,187,0,0,0,0,0,0,0,0,5
15,7502,הרצליה,6400,51.3,34.8498588,32.1648142,העצמאות 66 הרצליה,14,1,601,425,2,423,28,4,0,0,0,0,0,26,0,0,0,0,0,0,0,5,27,111,24,1,0,0,182,0,0,0,0,0,1,0,0,14
15,7503,הרצליה,6400,51.4,34.8498588,32.1648142,העצמאות 66 הרצליה,14,0,601,406,5,401,23,0,3,0,0,0,0,21,0,2,0,0,0,0,0,6,27,95,21,0,0,0,185,0,0,0,0,0,0,0,0,18
15,7504,הרצליה,6400,51.5,34.8498588,32.1648142,העצמאות 66 הרצליה,14,0,601,383,0,383,33,5,0,0,1,0,0,29,0,1,0,0,0,0,0,6,25,70,25,0,0,0,179,0,0,0,0,0,0,0,0,9
15,7505,הרצליה,6400,51.6,34.8498588,32.1648142,העצמאות 66 הרצליה,14,0,598,382,3,379,27,6,1,0,0,0,0,28,0,0,0,0,0,0,0,3,14,81,26,0,1,0,185,0,1,0,0,0,0,0,0,6
15,7506,הרצליה,6400,53.1,34.8507261,32.1663603,הנוטרים 11 הרצליה,15,0,642,434,2,432,34,1,1,0,0,0,0,24,0,0,0,0,0,0,0,4,18,132,27,0,0,0,165,0,0,0,0,0,0,0,0,26
15,7507,הרצליה,6400,53.2,34.8507261,32.1663603,הנוטרים 11 הרצליה,15,0,642,442,2,440,22,8,1,0,0,0,0,19,0,0,0,0,0,0,0,9,23,104,25,0,0,0,215,0,0,0,0,0,0,0,1,13
15,7508,הרצליה,6400,53.3,34.8507261,32.1663603,הנוטרים 11 הרצליה,15,0,642,430,2,428,35,10,0,0,0,0,0,25,0,1,0,0,0,0,0,9,25,112,18,0,0,0,178,0,0,0,0,0,0,0,0,15
15,7509,הרצליה,6400,53.4,34.8507261,32.1663603,הנוטרים 11 הרצליה,15,0,642,429,1,428,22,4,0,0,0,0,0,32,0,0,0,0,0,0,0,7,31,127,19,0,0,0,178,0,0,0,0,0,0,0,0,8
15,7510,הרצליה,6400,53.5,34.8507261,32.1663603,הנוטרים 11 הרצליה,15,0,640,428,1,427,21,4,2,0,0,0,0,15,0,0,0,0,0,0,0,0,35,87,38,0,0,0,210,0,0,0,0,0,1,0,0,14
15,7511,הרצליה,6400,54,34.8394055,32.1617983,הרב קוק 30 הרצליה,21,0,525,357,3,354,25,2,0,1,0,0,0,10,0,0,0,0,0,0,0,2,21,94,24,0,0,0,164,0,0,1,0,0,1,0,0,9
15,7512,הרצליה,6400,59.1,34.8388267,32.1719923,ברש אשר 17 הרצליה,16,0,593,403,3,400,29,3,1,0,0,0,1,11,0,0,0,0,0,0,0,1,19,79,33,0,0,0,215,0,0,0,0,0,0,0,0,8
15,7513,הרצליה,6400,59.2,34.8388267,32.1719923,ברש אשר 17 הרצליה,16,0,593,405,0,405,22,0,0,0,0,0,1,9,0,0,0,0,0,0,0,2,14,54,36,0,0,0,263,0,0,0,0,0,0,0,0,4
15,7514,הרצליה,6400,59.3,34.8388267,32.1719923,ברש אשר 17 הרצליה,16,0,593,448,1,447,36,1,0,0,0,0,0,16,0,1,0,0,0,0,0,0,29,80,35,0,0,0,246,0,0,0,0,1,0,0,0,2
15,7515,הרצליה,6400,59.4,34.8388267,32.1719923,ברש אשר 17 הרצליה,16,1,593,417,1,416,27,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,31,94,25,0,0,0,213,0,0,0,0,0,0,0,0,6
15,7516,הרצליה,6400,59.5,34.8388267,32.1719923,ברש אשר 17 הרצליה,16,0,593,406,0,406,24,3,0,0,1,0,0,7,0,0,0,0,0,0,0,1,19,70,44,0,0,0,233,0,1,0,0,0,0,0,0,3
15,7517,הרצליה,6400,59.6,34.8388267,32.1719923,ברש אשר 17 הרצליה,16,0,592,415,0,415,41,2,1,0,0,0,0,12,0,0,0,0,0,0,0,2,19,64,40,0,0,0,229,0,0,0,0,0,0,0,0,5
15,7518,הרצליה,6400,60,34.8399006,32.1658596,בר אילן 14 הרצליה,3,0,613,371,1,370,33,6,0,0,0,0,0,6,0,0,0,0,0,0,0,1,37,66,24,0,0,0,186,0,0,0,0,1,0,0,0,10
15,7519,הרצליה,6400,61,34.8335295,32.1705326,הנדיב 61 הרצליה,7,0,521,315,0,315,27,4,2,0,0,0,0,13,0,1,0,0,0,0,0,4,16,58,19,0,0,0,167,0,0,0,0,0,0,0,0,4
15,7520,הרצליה,6400,62,34.8502636,32.1686595,אלוף אלון יגאל 42 הרצליה,5,0,698,463,6,457,46,4,2,0,0,0,2,25,0,1,0,0,0,0,0,1,25,96,31,0,0,0,208,0,1,0,0,0,0,0,0,15
15,7521,הרצליה,6400,63,34.8509159,32.172801,ההגנה 64 הרצליה,11,0,692,497,0,497,50,6,3,0,0,0,0,13,0,0,0,0,0,0,0,4,32,69,55,0,0,0,259,0,0,0,0,0,0,0,0,6
15,7522,הרצליה,6400,66,34.8502636,32.1686595,אלוף אלון יגאל 42 הרצליה,5,0,479,332,1,331,27,1,1,0,0,0,4,12,0,0,0,0,0,0,0,0,10,65,32,0,0,0,177,0,0,0,0,0,0,1,0,1
15,7523,הרצליה,6400,67,34.8501577,32.1783316,הדקל 35 הרצליה,24,0,538,382,3,379,34,2,1,0,0,0,0,13,0,0,0,0,0,0,0,2,9,102,37,0,0,0,172,0,0,0,0,0,0,0,0,7
15,7524,הרצליה,6400,68,34.8374843,32.183668,אלפסי 1 הרצליה,32,0,405,285,2,283,14,12,1,0,0,0,0,9,0,0,0,0,0,0,0,0,7,77,23,0,0,0,121,0,1,0,0,0,0,0,0,18
15,7525,הרצליה,6400,70,34.8348644,32.1705556,שמעוני דוד 1 הרצליה,46,0,639,507,0,507,24,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,26,98,37,0,0,0,307,0,0,0,0,0,0,0,0,3
15,7526,הרצליה,6400,71,34.8331524,32.1671933,שמואל הנגיד 21 הרצליה,17,0,662,442,1,441,39,2,0,0,0,0,1,6,0,0,0,0,0,0,0,6,25,100,29,0,0,0,226,0,0,0,0,0,0,0,0,7
15,7527,הרצליה,6400,72,34.8301903,32.1651762,אבן עזרא 13 הרצליה,1,0,564,397,0,397,29,0,2,0,0,0,0,7,1,0,0,0,0,0,0,1,20,58,34,0,0,0,242,0,0,0,0,0,0,0,0,3
15,7528,הרצליה,6400,73,34.8301903,32.1651762,אבן עזרא 13 הרצליה,1,0,534,296,3,293,30,3,0,0,0,0,0,11,0,1,0,0,0,0,0,5,18,90,12,0,1,0,100,0,0,0,0,0,0,0,0,22
15,7529,הרצליה,6400,75,34.8502636,32.1686595,אלוף אלון יגאל 42 הרצליה,5,0,619,398,1,397,22,2,0,0,0,0,0,10,0,0,0,0,0,0,0,2,17,67,32,0,0,0,241,0,0,0,0,0,0,0,0,4
15,7530,הרצליה,6400,76,34.8509159,32.172801,ההגנה 64 הרצליה,11,0,506,367,1,366,37,2,1,1,0,0,1,12,0,0,0,0,0,0,0,1,10,54,16,0,0,0,226,0,0,0,0,1,1,0,0,3
15,7531,הרצליה,6400,77,34.8509159,32.172801,ההגנה 64 הרצליה,11,0,571,423,0,423,33,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,22,52,51,0,0,0,249,0,0,0,0,1,0,0,0,0
15,7532,הרצליה,6400,78,34.8335295,32.1705326,הנדיב 61 הרצליה,7,0,579,402,0,402,36,2,2,0,0,0,0,19,0,1,0,0,0,0,0,1,17,69,33,0,0,0,220,0,0,0,0,0,0,0,0,2
15,7533,הרצליה,6400,79,34.8509159,32.172801,ההגנה 64 הרצליה,11,0,655,484,1,483,20,2,0,0,0,0,0,15,0,0,0,1,0,0,0,5,21,91,45,0,0,0,267,0,0,0,0,0,0,0,0,16
15,7534,הרצליה,6400,80,34.8301903,32.1651762,אבן עזרא 13 הרצליה,1,0,612,353,4,349,34,0,0,0,0,0,0,8,0,0,1,0,0,0,0,3,23,67,27,0,0,0,157,0,0,0,0,0,0,0,0,29
15,7535,הרצליה,6400,82,34.8348644,32.1705556,שמעוני דוד 1 הרצליה,46,0,740,591,1,590,35,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,15,90,63,0,1,0,375,0,0,0,0,0,0,0,0,4
15,7536,הרצליה,6400,83,34.815713,32.171011,נורדאו 26 הרצליה,44,0,664,458,1,457,26,2,0,0,0,0,0,22,0,1,0,0,0,0,0,2,10,92,51,0,0,0,248,0,0,0,0,0,0,0,1,2
15,7537,הרצליה,6400,84,34.8133371,32.1862155,שד נוה עובד 6 הרצליה,51,1,722,428,2,426,30,1,3,0,0,0,0,5,0,1,0,0,0,0,0,0,15,64,58,0,0,0,245,0,0,0,0,0,0,0,0,4
15,7538,הרצליה,6400,85,34.8133371,32.1862155,שד נוה עובד 6 הרצליה,51,1,697,436,5,431,31,3,1,2,0,0,1,2,0,0,0,0,0,0,0,0,13,112,37,0,0,0,209,0,0,0,0,0,0,0,0,20
15,7539,הרצליה,6400,86,34.81271820000001,32.1861391,הנשיא יצחק בן צבי 29 הרצליה,13,0,648,407,1,406,38,3,1,0,0,0,0,11,0,0,0,0,0,0,0,4,8,108,32,0,0,0,194,0,0,0,0,0,0,0,0,7
15,7540,הרצליה,6400,87,34.81271820000001,32.1861391,הנשיא יצחק בן צבי 29 הרצליה,13,0,722,374,2,372,13,2,1,0,0,0,0,18,0,0,0,0,0,0,0,6,22,68,34,0,0,0,199,0,0,0,1,0,0,0,0,8
15,7541,הרצליה,6400,88,34.815713,32.171011,נורדאו 26 הרצליה,44,0,614,412,3,409,26,1,0,0,0,0,0,13,0,1,0,0,0,0,1,2,24,83,25,0,0,0,224,0,0,0,0,0,0,0,1,8
15,7542,הרצליה,6400,90,34.8128378,32.1718809,שאול המלך 4 הרצליה,18,0,598,345,3,342,11,1,1,0,0,0,0,8,0,0,0,0,0,0,0,2,15,80,31,0,0,0,187,0,0,0,0,0,0,0,0,6
15,7543,הרצליה,6400,91,34.8501577,32.1783316,הדקל 35 הרצליה,24,0,730,531,2,529,33,2,0,0,0,0,0,19,0,1,0,0,0,0,0,3,25,74,35,0,0,0,332,0,0,0,0,0,0,0,0,5
15,7544,הרצליה,6400,93,34.8501577,32.1783316,הדקל 35 הרצליה,24,0,625,405,2,403,39,0,0,0,0,0,0,15,0,0,0,0,0,0,0,3,20,78,33,0,0,0,200,0,2,0,0,0,0,0,0,13
15,7545,הרצליה,6400,94,34.8128378,32.1718809,שאול המלך 4 הרצליה,18,0,652,398,0,398,22,4,1,0,1,0,0,21,0,0,0,0,0,0,0,1,23,75,40,0,0,0,204,0,0,0,0,0,0,0,0,6
15,7546,הרצליה,6400,96,34.8502636,32.1686595,אלוף אלון יגאל 42 הרצליה,5,0,709,461,0,461,39,4,0,0,0,0,0,20,0,0,0,0,0,0,0,5,35,115,26,0,0,0,202,1,0,0,0,0,1,0,0,13
15,7547,הרצליה,6400,98,34.8473142,32.1753823,אנה פרנק 7 הרצליה,50,0,607,429,1,428,44,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,21,54,29,0,0,0,265,0,0,0,0,1,0,0,0,9
15,7548,הרצליה,6400,99,34.8335295,32.1705326,הנדיב 61 הרצליה,7,0,553,341,1,340,22,3,0,1,0,0,0,12,0,2,0,0,0,0,0,2,26,72,32,0,0,0,156,0,0,0,0,0,0,0,0,12
15,7549,הרצליה,6400,101,34.815713,32.171011,נורדאו 26 הרצליה,44,0,556,352,0,352,26,1,0,0,0,0,1,7,0,0,0,1,0,0,0,1,9,70,34,0,0,0,201,0,0,0,0,0,0,0,0,1
15,7550,הרצליה,6400,102,34.8084587,32.1742168,הנשיא יצחק בן צבי 138 הרצליה,49,0,634,303,6,297,12,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,17,84,10,0,0,0,144,0,2,0,0,0,0,0,0,12
15,7551,הרצליה,6400,103,34.809812,32.1781614,הנשיא יצחק בן צבי 106 הרצליה,48,0,728,366,3,363,14,3,1,0,0,0,0,23,0,0,0,0,0,0,0,1,30,83,29,0,0,0,165,0,0,0,0,0,0,0,0,14
